﻿カードID,名前,読み方,レベル,属性,種族,カードタイプ,攻撃力,守備力,カードテキスト
8991,賢者の聖杯,けんじゃのせいはい,,,魔法,,,,
11160,賢者の石－サバティエル,けんじゃのいし－サバティエル,,,魔法,,,,
6251,剣聖－ネイキッド・ギア・フリード,けんせい－ネイキッド・ギア・フリード,7,光,戦士族,特殊召喚／効果,2600,2200,
5758,賢者の宝石,けんじゃのほうせき,,,魔法,,,,
11701,剣聖の影霊衣－セフィラセイバー,けんせいのネクロス－セフィラセイバー,4,水,魔法使い族,ペンデュラム／効果,1500,800,
11875,犬タウルス,ケンタウルス,3,炎,獣戦士族,効果,1500,200,
16414,ケンタウルミナ,ケンタウルミナ,6,光,獣戦士族,融合／効果,2200,1600,
4097,ケンタウロス,ケンタウロス,4,地,獣族,通常,1300,1550,
13702,ケンドウ魂 KAI－DEN,ケンドウスピリット　カイデン,5,風,戦士族,ペンデュラム／スピリット／効果,2400,1000,
15088,捲怒重来,けんどちょうらい,,,罠,,,,
12479,検問,けんもん,,,罠,,,,
21782,絢嵐渦麗ヴァルルーン,けんらんかれいヴァルルーン,9,風,水族,効果,0,3000,
11297,鍵魔人ハミハミハミング,けんまじんハミハミハミング,3,水,悪魔族,エクシーズ／効果,1100,1800,
21779,絢嵐たるエルダム,けんらんたるエルダム,3,風,獣族,効果,1300,800,
21783,絢嵐豪火フォニクス,けんらんごうかフォニクス,9,風,炎族,効果,3000,0,
21781,絢嵐たるクローゼア,けんらんたるクローゼア,6,風,鳥獣族,効果,2200,1200,
21827,絢嵐たる献詠,けんらんたるけんえい,,,魔法,,,,
21829,絢嵐たる見神,けんらんたるけんしん,,,魔法,,,,
21828,絢嵐たる顕現,けんらんたるけんげん,,,魔法,,,,
5962,KA－２ デス・シザース,ＫＡ－２　デス・シザース,4,闇,機械族,効果,1000,1000,
21842,絢嵐たる権能,けんらんたるけんのう,,,罠,,,,
21780,絢嵐たるスエン,けんらんたるスエン,3,風,獣戦士族,効果,1600,400,
21778,絢嵐たるメガラ,けんらんたるメガラ,3,風,天使族,効果,500,1500,
21385,“Case of K９”,“ケース　オブ　ケーナイン”,,,魔法,,,,
21361,計都星辰,ケートゥ・ドラゴンテイル,,,魔法,,,,
21382,K９－EX “Werewolf”,ケーナイン－ＥＸ　“ウェアウルフ”,9,光,獣戦士族,エクシーズ／効果,3300,2500,
21384,K９－EX強制解除,ケーナイン－ＥＸフォースリベレイション,,,魔法,,,,
21386,K９－EW特殊解除実験,ケーナイン－ＥＷエクスペリメンタルリベレイション,,,罠,,,,
21383,K９－LC拘束解除,ケーナイン－ＬＣリベレイション,,,魔法,,,,
21376,K９－１７号 イヅナ,ケーナイン－１７ごう　イヅナ,5,地,戦士族,効果,2100,1600,
21380,K９－１７号 “Ripper”,ケーナイン－１７ごう　“リッパー”,5,風,戦士族,エクシーズ／効果,2300,1800,
21381,K９－ØØ号 “Hound”,ケーナイン－ゼロごう　“ハウンド”,5,光,獣戦士族,エクシーズ／効果,2500,2500,
21379,K９－ØØ号 ルプス,ケーナイン－ゼロごう　ルプス,5,地,獣戦士族,効果,2300,200,
21791,K９－０４号 咒,ケーナイン－０４ごう　ノロイ,5,地,機械族,効果,2200,1500,
21377,K９－６６a号 ヨクル,ケーナイン－６６ａごう　ヨクル,5,闇,水族,効果,2000,1900,
5331,迎撃準備,げいげきじゅんび,,,罠,,,,
21378,K９－６６b号 ランタン,ケーナイン－６６ｂごう　ランタン,5,闇,炎族,効果,2000,1900,
11035,ゲイザー・シャーク,ゲイザー・シャーク,5,水,魚族,効果,1000,1900,
21813,K９－６６６号 “Jacks”,ケーナイン－６６６ごう　“ジャックス”,5,闇,悪魔族,エクシーズ／効果,2600,2500,
16238,激撮ディスパラッチ,げきさつディスパラッチ,2,闇,悪魔族,リンク／効果,100,-,
5884,激昂のミノタウルス,げきこうのミノタウルス,4,地,獣戦士族,効果,1700,1000,
7660,ゲイシャドウ,ゲイシャドウ,4,闇,魔法使い族,効果,1700,0,
18179,撃鉄竜リンドブルム,げきてつりゅうリンドブルム,8,闇,鳥獣族,融合／効果,2500,2000,
13974,撃滅龍 ダーク・アームド,げきめつりゅう　ダーク・アームド,7,闇,ドラゴン族,エクシーズ／効果,2800,1000,
14798,激動の未界域,げきどうのみかいいき,,,魔法,,,,
5114,激流葬,げきりゅうそう,,,罠,,,,
10552,激流蘇生,げきりゅうそせい,,,罠,,,,
7224,下克上の首飾り,げこくじょうのくびかざり,,,魔法,,,,
11123,月華竜 ブラック・ローズ,げっかりゅう　ブラック・ローズ,7,光,ドラゴン族,シンクロ／効果,2400,1800,
6123,激昂のムカムカ,げっこうのムカムカ,5,地,岩石族,効果,1200,600,
19868,月牙龍－クレセント・ドラゴン,げつがりゅう－クレセント・ドラゴン,7,闇,ドラゴン族,効果,2200,2350,
14526,ゲット・アウト！,ゲット・アウト！,,,罠,,,,
6521,ゲットライド！,ゲットライド！,,,罠,,,,
12453,月光香,げっこうが,,,魔法,,,,
5901,月風魔,げつふうま,4,闇,戦士族,効果,1700,1200,
19498,月朧龍ヴァグナワ,げつろうりゅうヴァグナワ,7,闇,ドラゴン族,シンクロ／効果,1500,1500,
5483,ゲルニア,ゲルニア,4,闇,アンデット族,効果,1300,1200,
11205,ゲリラカイト,ゲリラカイト,4,炎,悪魔族,チューナー／効果,1600,200,
17173,ゲネラールプローベ,ゲネラールプローベ,,,魔法,,,,
9717,幻影王 ハイド・ライド,げんえいおう　ハイド・ライド,3,闇,悪魔族,チューナー／効果,1500,300,
7207,幻影コオロギ,げんえいコオロギ,2,地,昆虫族,リバース／効果,300,1000,
4880,幻影の壁,げんえいのかべ,4,闇,悪魔族,効果,1000,1850,
5699,幻影の騎士－ミラージュ・ナイト－,げんえいのきし－ミラージュ・ナイト－,8,光,戦士族,特殊召喚／効果,2800,2000,
5934,幻影のゴラ亀,げんえいのゴラがめ,4,水,水族,効果,1200,1400,
5258,幻影の妖精,げんえいのようせい,2,光,植物族,効果,300,200,
9057,幻影の魔術士,げんえいのまじゅつし,3,闇,魔法使い族,効果,600,700,
12942,幻煌龍 スパイラル,げんおうりゅう　スパイラル,8,水,幻竜族,通常,2900,2900,
12970,幻煌の都 パシフィス,げんおうのみやこ　パシフィス,,,魔法,,,,
19726,幻炎の剣士－ミラージュ・ソードマン－,げんえんのけんし－ミラージュ・ソードマン－,8,炎,戦士族,効果,2800,2000,
12973,幻煌龍の螺旋波,げんおうりゅうのスパイラル・ウェーブ,,,魔法,,,,
12972,幻煌龍の螺旋絞,げんおうりゅうのスパイラル・ホールド,,,魔法,,,,
12971,幻煌龍の螺旋突,げんおうりゅうのスパイラル・クラッシュ,,,魔法,,,,
12987,幻煌龍の浸渦,げんおうりゅうのしんか,,,罠,,,,
12986,幻煌龍の戦渦,げんおうりゅうのせんか,,,罠,,,,
11273,幻界突破,げんかいとっぱ,,,魔法,,,,
10618,限界竜シュヴァルツシルト,げんかいりゅうシュヴァルツシルト,8,闇,ドラゴン族,効果,2000,0,
12988,幻煌龍の天渦,げんおうりゅうのてんか,,,罠,,,,
8949,幻角獣フュプノコーン,げんかくじゅうフュプノコーン,4,闇,獣族,効果,1400,600,
4879,厳格な老魔術師,げんかくなろうまじゅつし,4,光,魔法使い族,リバース／効果,1500,1200,
11785,幻殻竜,げんかくりゅう,4,闇,幻竜族,通常,2000,0,
15084,眩月龍セレグレア,げんげつりゅうセレグレア,6,光,ドラゴン族,効果,2400,1000,
20435,原始生命態ティア,げんしせいめいたいティア,11,闇,岩石族,効果,3000,600,
19199,原罪宝－スネークアイ,げんざいほう－スネークアイ,,,魔法,,,,
19853,原罪のディアベルゼ,げんざいのディアベルゼ,7,光,幻想魔族,効果,2500,2000,
6646,原始太陽ヘリオス,げんしたいようヘリオス,4,光,炎族,効果,?,?,
14741,原始生命態ニビル,げんしせいめいたいニビル,11,光,岩石族,効果,3000,600,
12396,原初の叫喚,げんしょのきょうかん,,,魔法,,,,
5966,原子ホタル,げんしホタル,1,光,昆虫族,効果,100,200,
9930,原初のスープ,げんしょのスープ,,,魔法,,,,
5846,原初の種,げんしょのたね,,,魔法,,,,
4753,幻獣王ガゼル,げんじゅうおうガゼル,4,地,獣族,通常,1500,1200,
14940,幻獣機アウローラドン,げんじゅうきアウローラドン,3,風,機械族,リンク／効果,2100,-,
10625,幻獣機ウォーブラン,げんじゅうきウォーブラン,1,風,機械族,チューナー／効果,300,300,
18820,幻獣王キマイラ,げんじゅうおうキマイラ,6,風,獣族,融合／効果,2100,1800,
10815,幻獣機エアロスバード,げんじゅうきエアロスバード,3,風,機械族,効果,1600,400,
11055,幻獣機オライオン,げんじゅうきオライオン,2,風,機械族,チューナー／効果,600,1000,
10759,幻獣機グリーフィン,げんじゅうきグリーフィン,7,風,機械族,効果,1000,2500,
10627,幻獣機コルトウィング,げんじゅうきコルトウィング,4,風,機械族,効果,1600,1500,
10644,幻獣機コンコルーダ,げんじゅうきコンコルーダ,7,風,機械族,シンクロ／効果,2400,1200,
10534,幻獣機ドラゴサック,げんじゅうきドラゴサック,7,風,機械族,エクシーズ／効果,2600,2200,
10758,幻獣機サーバルホーク,げんじゅうきサーバルホーク,4,風,機械族,効果,2100,100,
10594,幻獣機タートレーサー,げんじゅうきタートレーサー,3,風,機械族,効果,500,2000,
10503,幻獣機テザーウルフ,げんじゅうきテザーウルフ,4,風,機械族,効果,1700,1200,
10506,幻獣機ハムストラット,げんじゅうきハムストラット,3,風,機械族,効果,1100,1600,
10504,幻獣機ブラックファルコン,げんじゅうきブラックファルコン,4,風,機械族,効果,1200,1700,
10626,幻獣機ブルーインパラス,げんじゅうきブルーインパラス,3,風,機械族,チューナー／効果,1400,1100,
10628,幻獣機ハリアード,げんじゅうきハリアード,4,風,機械族,効果,1800,800,
11421,幻獣機ヤクルスラーン,げんじゅうきヤクルスラーン,9,風,機械族,シンクロ／効果,2700,2000,
10502,幻獣機メガラプター,げんじゅうきメガラプター,4,風,機械族,効果,1900,1000,
13246,幻獣機ライテン,げんじゅうきライテン,4,風,機械族,効果,1500,1500,
6956,幻獣サンダーペガス,げんじゅうサンダーペガス,4,光,獣戦士族,効果,700,2000,
10505,幻獣機レイステイルス,げんじゅうきレイステイルス,3,風,機械族,効果,100,2100,
7384,幻銃士,げんじゅうし,4,闇,悪魔族,効果,1100,800,
6954,幻獣クロスウィング,げんじゅうクロスウィング,4,光,獣戦士族,効果,1300,1300,
9006,幻獣の角,げんじゅうのつの,,,罠,,,,
19174,幻獣魔王バフォメット,げんじゅうまおうバフォメット,6,風,悪魔族,融合／効果,2400,600,
6955,幻獣ワイルドホーン,げんじゅうワイルドホーン,4,地,獣戦士族,効果,1700,0,
10742,幻水龍,げんすいりゅう,8,水,ドラゴン族,効果,1000,2000,
6957,幻獣ロックリザード,げんじゅうロックリザード,7,闇,獣戦士族,効果,2200,2000,
20552,原石の号咆,げんせきのごうほう,,,罠,,,,
20534,原石の皇脈,げんせきのこうみゃく,,,魔法,,,,
20813,原石の反叫,げんせきのはんきょう,,,罠,,,,
20536,原石の穿光,げんせきのせんこう,,,魔法,,,,
20535,原石の鳴獰,げんせきのめいどう,,,魔法,,,,
21476,原石融合,げんせきゆうごう,,,魔法,,,,
20754,原石竜アナザー・ベリル,げんせきりゅうアナザー・ベリル,4,地,ドラゴン族,効果,1600,0,
21446,原石竜ネザー・ベルセリウス,げんせきりゅうネザー・ベルセリウス,8,地,ドラゴン族,融合／効果,1600,0,
5360,現世と冥界の逆転,げんせとめいかいのぎゃくてん,,,罠,,,,
20489,原石竜インペリアル・ドラゴン,げんせきりゅうインペリアル・ドラゴン,6,地,ドラゴン族,効果,2600,0,
5249,幻想召喚師,げんそうしょうかんし,3,光,魔法使い族,リバース／効果,800,900,
19897,幻奏協奏曲,げんそうきょうそうきょく,,,魔法,,,,
19851,幻奏の歌姫クープレ,げんそうのうたひめクープレ,5,光,天使族,ペンデュラム／効果,1200,2000,
11742,幻奏のイリュージョン,げんそうのイリュージョン,,,罠,,,,
11685,幻奏の歌姫ソプラノ,げんそうのうたひめソプラノ,4,光,天使族,効果,1400,1400,
12120,幻奏の歌姫ソロ,げんそうのうたひめソロ,4,光,天使族,効果,1600,1000,
19850,幻奏の歌姫ルフラン,げんそうのうたひめルフラン,4,光,天使族,ペンデュラム／効果,1600,800,
18790,幻爪の王ガゼル,げんそうのおうガゼル,4,地,獣族,効果,1500,1200,
11225,幻奏の音姫プロディジー・モーツァルト,げんそうのおとひめプロディジー・モーツァルト,8,光,天使族,効果,2600,2000,
